City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,1/24/2018 0:00,270,148.5,291.6,224.1,307.8,2.84,256.5
Delhi,1/25/2018 0:00,243,133.65,262.44,201.69,277.02,2.55,230.85
Delhi,1/26/2018 0:00,261,143.55,281.88,216.63,297.54,2.74,247.95
Delhi,1/27/2018 0:00,286,157.3,308.88,237.38,326.04,3,271.7
Delhi,1/28/2018 0:00,300,165,324,249,342,3.15,285
Delhi,1/29/2018 0:00,302,166.1,326.16,250.66,344.28,3.17,286.9
Delhi,1/30/2018 0:00,270,148.5,291.6,224.1,307.8,2.84,256.5
Delhi,1/31/2018 0:00,244,134.2,263.52,202.52,278.16,2.56,231.8
Delhi,2/1/2018 0:00,274,150.7,295.92,227.42,312.36,2.88,260.3
Delhi,2/2/2018 0:00,293,161.15,316.44,243.19,334.02,3.08,278.35
Delhi,2/3/2018 0:00,243,133.65,262.44,201.69,277.02,2.55,230.85
Delhi,2/4/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,2/5/2018 0:00,291,160.05,314.28,241.53,331.74,3.06,276.45
Delhi,2/6/2018 0:00,287,157.85,309.96,238.21,327.18,3.01,272.65
Delhi,2/7/2018 0:00,261,143.55,281.88,216.63,297.54,2.74,247.95
Delhi,2/8/2018 0:00,308,169.4,332.64,255.64,351.12,3.23,292.6
Delhi,2/9/2018 0:00,335,184.25,361.8,278.05,381.9,3.52,318.25
Delhi,2/10/2018 0:00,341,187.55,368.28,283.03,388.74,3.58,323.95
Delhi,2/11/2018 0:00,304,167.2,328.32,252.32,346.56,3.19,288.8
Delhi,2/12/2018 0:00,178,97.9,192.24,147.74,202.92,1.87,169.1
Delhi,2/13/2018 0:00,191,105.05,206.28,158.53,217.74,2.01,181.45
Delhi,2/14/2018 0:00,187,102.85,201.96,155.21,213.18,1.96,177.65
Delhi,2/15/2018 0:00,187,102.85,201.96,155.21,213.18,1.96,177.65
Delhi,2/16/2018 0:00,235,129.25,253.8,195.05,267.9,2.47,223.25
Delhi,2/17/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,2/18/2018 0:00,257,141.35,277.56,213.31,292.98,2.7,244.15
Delhi,2/19/2018 0:00,294,161.7,317.52,244.02,335.16,3.09,279.3
Delhi,2/20/2018 0:00,296,162.8,319.68,245.68,337.44,3.11,281.2
Delhi,2/21/2018 0:00,308,169.4,332.64,255.64,351.12,3.23,292.6
Delhi,2/22/2018 0:00,300,165,324,249,342,3.15,285
Delhi,2/23/2018 0:00,302,166.1,326.16,250.66,344.28,3.17,286.9
Delhi,2/24/2018 0:00,320,176,345.6,265.6,364.8,3.36,304
Delhi,2/25/2018 0:00,266,146.3,287.28,220.78,303.24,2.79,252.7
Delhi,2/26/2018 0:00,156,85.8,168.48,129.48,177.84,1.64,148.2
Delhi,2/27/2018 0:00,160,88,172.8,132.8,182.4,1.68,152
Delhi,2/28/2018 0:00,272,149.6,293.76,225.76,310.08,2.86,258.4
Delhi,3/1/2018 0:00,257,141.35,277.56,213.31,292.98,2.7,244.15
Delhi,3/2/2018 0:00,260,143,280.8,215.8,296.4,2.73,247
Delhi,3/3/2018 0:00,203,111.65,219.24,168.49,231.42,2.13,192.85
Delhi,3/4/2018 0:00,178,97.9,192.24,147.74,202.92,1.87,169.1
Delhi,3/5/2018 0:00,172,94.6,185.76,142.76,196.08,1.81,163.4
Delhi,3/6/2018 0:00,167,91.85,180.36,138.61,190.38,1.75,158.65
Delhi,3/7/2018 0:00,185,101.75,199.8,153.55,210.9,1.94,175.75
Delhi,3/8/2018 0:00,245,134.75,264.6,203.35,279.3,2.57,232.75
Delhi,3/9/2018 0:00,280,154,302.4,232.4,319.2,2.94,266
Delhi,3/10/2018 0:00,170,93.5,183.6,141.1,193.8,1.79,161.5
Delhi,3/11/2018 0:00,170,93.5,183.6,141.1,193.8,1.79,161.5
Delhi,3/12/2018 0:00,214,117.7,231.12,177.62,243.96,2.25,203.3
Delhi,3/13/2018 0:00,217,119.35,234.36,180.11,247.38,2.28,206.15
Delhi,3/14/2018 0:00,267,146.85,288.36,221.61,304.38,2.8,253.65
Delhi,3/15/2018 0:00,297,163.35,320.76,246.51,338.58,3.12,282.15
Delhi,3/16/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,3/17/2018 0:00,186,102.3,200.88,154.38,212.04,1.95,176.7
Delhi,3/18/2018 0:00,169,92.95,182.52,140.27,192.66,1.77,160.55
Delhi,3/19/2018 0:00,173,95.15,186.84,143.59,197.22,1.82,164.35
Delhi,3/20/2018 0:00,217,119.35,234.36,180.11,247.38,2.28,206.15
Delhi,3/21/2018 0:00,289,158.95,312.12,239.87,329.46,3.03,274.55
Delhi,3/22/2018 0:00,186,102.3,200.88,154.38,212.04,1.95,176.7
Delhi,3/23/2018 0:00,151,83.05,163.08,125.33,172.14,1.59,143.45
Delhi,3/24/2018 0:00,175,96.25,189,145.25,199.5,1.84,166.25
Delhi,3/25/2018 0:00,195,107.25,210.6,161.85,222.3,2.05,185.25
Delhi,3/26/2018 0:00,183,100.65,197.64,151.89,208.62,1.92,173.85
Delhi,3/27/2018 0:00,230,126.5,248.4,190.9,262.2,2.42,218.5
Delhi,3/28/2018 0:00,255,140.25,275.4,211.65,290.7,2.68,242.25
Delhi,3/29/2018 0:00,213,117.15,230.04,176.79,242.82,2.24,202.35
Delhi,3/30/2018 0:00,218,119.9,235.44,180.94,248.52,2.29,207.1
Delhi,3/31/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,4/1/2018 0:00,195,107.25,210.6,161.85,222.3,2.05,185.25
Delhi,4/2/2018 0:00,219,120.45,236.52,181.77,249.66,2.3,208.05
Delhi,4/3/2018 0:00,207,113.85,223.56,171.81,235.98,2.17,196.65
Delhi,4/4/2018 0:00,203,111.65,219.24,168.49,231.42,2.13,192.85
Delhi,4/5/2018 0:00,290,159.5,313.2,240.7,330.6,3.05,275.5
Delhi,4/6/2018 0:00,208,114.4,224.64,172.64,237.12,2.18,197.6
Delhi,4/7/2018 0:00,143,78.65,154.44,118.69,163.02,1.5,135.85
Delhi,4/8/2018 0:00,141,77.55,152.28,117.03,160.74,1.48,133.95
Delhi,4/9/2018 0:00,120,66,129.6,99.6,136.8,1.26,114
Delhi,4/10/2018 0:00,230,126.5,248.4,190.9,262.2,2.42,218.5
Delhi,4/11/2018 0:00,141,77.55,152.28,117.03,160.74,1.48,133.95
Delhi,4/12/2018 0:00,99,54.45,106.92,82.17,112.86,1.04,94.05
Delhi,4/13/2018 0:00,188,103.4,203.04,156.04,214.32,1.97,178.6
Delhi,4/14/2018 0:00,217,119.35,234.36,180.11,247.38,2.28,206.15
Delhi,4/15/2018 0:00,224,123.2,241.92,185.92,255.36,2.35,212.8
Delhi,4/16/2018 0:00,285,156.75,307.8,236.55,324.9,2.99,270.75
Delhi,4/17/2018 0:00,244,134.2,263.52,202.52,278.16,2.56,231.8
Delhi,4/18/2018 0:00,228,125.4,246.24,189.24,259.92,2.39,216.6
Delhi,4/19/2018 0:00,244,134.2,263.52,202.52,278.16,2.56,231.8
Delhi,4/20/2018 0:00,246,135.3,265.68,204.18,280.44,2.58,233.7
Delhi,4/21/2018 0:00,356,195.8,384.48,295.48,405.84,3.74,338.2
Delhi,4/22/2018 0:00,211,116.05,227.88,175.13,240.54,2.22,200.45
Delhi,4/23/2018 0:00,160,88,172.8,132.8,182.4,1.68,152
Delhi,4/24/2018 0:00,254,139.7,274.32,210.82,289.56,2.67,241.3
Delhi,4/25/2018 0:00,266,146.3,287.28,220.78,303.24,2.79,252.7
Delhi,4/26/2018 0:00,313,172.15,338.04,259.79,356.82,3.29,297.35
Delhi,4/27/2018 0:00,310,170.5,334.8,257.3,353.4,3.26,294.5
Delhi,4/28/2018 0:00,301,165.55,325.08,249.83,343.14,3.16,285.95
Delhi,4/29/2018 0:00,248,136.4,267.84,205.84,282.72,2.6,235.6
Delhi,4/30/2018 0:00,209,114.95,225.72,173.47,238.26,2.19,198.55
Delhi,5/1/2018 0:00,177,97.35,191.16,146.91,201.78,1.86,168.15
Delhi,5/2/2018 0:00,153,84.15,165.24,126.99,174.42,1.61,145.35
Delhi,5/3/2018 0:00,160,88,172.8,132.8,182.4,1.68,152
Delhi,5/4/2018 0:00,139,76.45,150.12,115.37,158.46,1.46,132.05
Delhi,5/5/2018 0:00,173,95.15,186.84,143.59,197.22,1.82,164.35
Delhi,5/6/2018 0:00,269,147.95,290.52,223.27,306.66,2.82,255.55
Delhi,5/7/2018 0:00,211,116.05,227.88,175.13,240.54,2.22,200.45
Delhi,5/8/2018 0:00,208,114.4,224.64,172.64,237.12,2.18,197.6
Delhi,5/9/2018 0:00,163,89.65,176.04,135.29,185.82,1.71,154.85
Delhi,5/10/2018 0:00,190,104.5,205.2,157.7,216.6,2,180.5
Delhi,5/11/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,5/12/2018 0:00,304,167.2,328.32,252.32,346.56,3.19,288.8
Delhi,5/13/2018 0:00,215,118.25,232.2,178.45,245.1,2.26,204.25
Delhi,5/14/2018 0:00,130,71.5,140.4,107.9,148.2,1.37,123.5
Delhi,5/15/2018 0:00,164,90.2,177.12,136.12,186.96,1.72,155.8
Delhi,5/16/2018 0:00,190,104.5,205.2,157.7,216.6,2,180.5
Delhi,5/17/2018 0:00,243,133.65,262.44,201.69,277.02,2.55,230.85
Delhi,5/18/2018 0:00,225,123.75,243,186.75,256.5,2.36,213.75
Delhi,5/19/2018 0:00,242,133.1,261.36,200.86,275.88,2.54,229.9
Delhi,5/20/2018 0:00,199,109.45,214.92,165.17,226.86,2.09,189.05
Delhi,5/21/2018 0:00,183,100.65,197.64,151.89,208.62,1.92,173.85
Delhi,5/22/2018 0:00,212,116.6,228.96,175.96,241.68,2.23,201.4
Delhi,5/23/2018 0:00,301,165.55,325.08,249.83,343.14,3.16,285.95
Delhi,5/24/2018 0:00,252,138.6,272.16,209.16,287.28,2.65,239.4
Delhi,5/25/2018 0:00,251,138.05,271.08,208.33,286.14,2.64,238.45
Delhi,5/26/2018 0:00,235,129.25,253.8,195.05,267.9,2.47,223.25
Delhi,5/27/2018 0:00,277,152.35,299.16,229.91,315.78,2.91,263.15
Delhi,5/28/2018 0:00,275,151.25,297,228.25,313.5,2.89,261.25
Delhi,5/29/2018 0:00,285,156.75,307.8,236.55,324.9,2.99,270.75
Delhi,5/30/2018 0:00,281,154.55,303.48,233.23,320.34,2.95,266.95
Delhi,5/31/2018 0:00,208,114.4,224.64,172.64,237.12,2.18,197.6
Delhi,6/1/2018 0:00,198,108.9,213.84,164.34,225.72,2.08,188.1
Delhi,6/2/2018 0:00,173,95.15,186.84,143.59,197.22,1.82,164.35
Delhi,6/3/2018 0:00,174,95.7,187.92,144.42,198.36,1.83,165.3
Delhi,6/4/2018 0:00,183,100.65,197.64,151.89,208.62,1.92,173.85
Delhi,6/5/2018 0:00,169,92.95,182.52,140.27,192.66,1.77,160.55
Delhi,6/6/2018 0:00,136,74.8,146.88,112.88,155.04,1.43,129.2
Delhi,6/7/2018 0:00,164,90.2,177.12,136.12,186.96,1.72,155.8
Delhi,6/8/2018 0:00,179,98.45,193.32,148.57,204.06,1.88,170.05
Delhi,6/9/2018 0:00,127,69.85,137.16,105.41,144.78,1.33,120.65
Delhi,6/10/2018 0:00,158,86.9,170.64,131.14,180.12,1.66,150.1
Delhi,6/11/2018 0:00,183,100.65,197.64,151.89,208.62,1.92,173.85
Delhi,6/12/2018 0:00,296,162.8,319.68,245.68,337.44,3.11,281.2
Delhi,6/13/2018 0:00,445,244.75,480.6,369.35,507.3,4.67,422.75
Delhi,6/14/2018 0:00,431,237.05,465.48,357.73,491.34,4.53,409.45
Delhi,6/15/2018 0:00,447,245.85,482.76,371.01,509.58,4.69,424.65
Delhi,6/16/2018 0:00,369,202.95,398.52,306.27,420.66,3.87,350.55
Delhi,6/17/2018 0:00,289,158.95,312.12,239.87,329.46,3.03,274.55
Delhi,6/18/2018 0:00,171,94.05,184.68,141.93,194.94,1.8,162.45
Delhi,6/19/2018 0:00,121,66.55,130.68,100.43,137.94,1.27,114.95
Delhi,6/20/2018 0:00,177,97.35,191.16,146.91,201.78,1.86,168.15
Delhi,6/21/2018 0:00,226,124.3,244.08,187.58,257.64,2.37,214.7
Delhi,6/22/2018 0:00,236,129.8,254.88,195.88,269.04,2.48,224.2
Delhi,6/23/2018 0:00,218,119.9,235.44,180.94,248.52,2.29,207.1
Delhi,6/24/2018 0:00,183,100.65,197.64,151.89,208.62,1.92,173.85
Delhi,6/25/2018 0:00,192,105.6,207.36,159.36,218.88,2.02,182.4
Delhi,6/26/2018 0:00,110,60.5,118.8,91.3,125.4,1.16,104.5
Delhi,6/27/2018 0:00,93,51.15,100.44,77.19,106.02,0.98,88.35
Delhi,6/28/2018 0:00,76,41.8,82.08,63.08,86.64,0.8,72.2
Delhi,6/29/2018 0:00,72,39.6,77.76,59.76,82.08,0.76,68.4
Delhi,6/30/2018 0:00,96,52.8,103.68,79.68,109.44,1.01,91.2
Delhi,7/1/2018 0:00,92,50.6,99.36,76.36,104.88,0.97,87.4
Delhi,7/2/2018 0:00,106,58.3,114.48,87.98,120.84,1.11,100.7
Delhi,7/3/2018 0:00,114,62.7,123.12,94.62,129.96,1.2,108.3
Delhi,7/4/2018 0:00,137,75.35,147.96,113.71,156.18,1.44,130.15
Delhi,7/5/2018 0:00,123,67.65,132.84,102.09,140.22,1.29,116.85
Delhi,7/6/2018 0:00,147,80.85,158.76,122.01,167.58,1.54,139.65
Delhi,7/7/2018 0:00,151,83.05,163.08,125.33,172.14,1.59,143.45
Delhi,7/8/2018 0:00,182,100.1,196.56,151.06,207.48,1.91,172.9
Delhi,7/9/2018 0:00,157,86.35,169.56,130.31,178.98,1.65,149.15
Delhi,7/10/2018 0:00,134,73.7,144.72,111.22,152.76,1.41,127.3
Delhi,7/11/2018 0:00,106,58.3,114.48,87.98,120.84,1.11,100.7
Delhi,7/12/2018 0:00,143,78.65,154.44,118.69,163.02,1.5,135.85
Delhi,7/13/2018 0:00,99,54.45,106.92,82.17,112.86,1.04,94.05
Delhi,7/14/2018 0:00,76,41.8,82.08,63.08,86.64,0.8,72.2
Delhi,7/15/2018 0:00,76,41.8,82.08,63.08,86.64,0.8,72.2
Delhi,7/16/2018 0:00,87,47.85,93.96,72.21,99.18,0.91,82.65
Delhi,7/17/2018 0:00,91,50.05,98.28,75.53,103.74,0.96,86.45
Delhi,7/18/2018 0:00,106,58.3,114.48,87.98,120.84,1.11,100.7
Delhi,7/19/2018 0:00,88,48.4,95.04,73.04,100.32,0.92,83.6
Delhi,7/20/2018 0:00,80,44,86.4,66.4,91.2,0.84,76
Delhi,7/21/2018 0:00,111,61.05,119.88,92.13,126.54,1.17,105.45
Delhi,7/22/2018 0:00,61,33.55,65.88,50.63,69.54,0.64,57.95
Delhi,7/23/2018 0:00,67,36.85,72.36,55.61,76.38,0.7,63.65
Delhi,7/24/2018 0:00,90,49.5,97.2,74.7,102.6,0.95,85.5
Delhi,7/25/2018 0:00,78,42.9,84.24,64.74,88.92,0.82,74.1
Delhi,7/26/2018 0:00,74,40.7,79.92,61.42,84.36,0.78,70.3
Delhi,7/27/2018 0:00,54,29.7,58.32,44.82,61.56,0.57,51.3
Delhi,7/28/2018 0:00,57,31.35,61.56,47.31,64.98,0.6,54.15
Delhi,7/29/2018 0:00,90,49.5,97.2,74.7,102.6,0.95,85.5
Delhi,7/30/2018 0:00,115,63.25,124.2,95.45,131.1,1.21,109.25
Delhi,7/31/2018 0:00,132,72.6,142.56,109.56,150.48,1.39,125.4
Delhi,8/1/2018 0:00,153,84.15,165.24,126.99,174.42,1.61,145.35
Delhi,8/2/2018 0:00,235,129.25,253.8,195.05,267.9,2.47,223.25
Delhi,8/3/2018 0:00,213,117.15,230.04,176.79,242.82,2.24,202.35
Delhi,8/4/2018 0:00,216,118.8,233.28,179.28,246.24,2.27,205.2
Delhi,8/5/2018 0:00,241,132.55,260.28,200.03,274.74,2.53,228.95
Delhi,8/6/2018 0:00,133,73.15,143.64,110.39,151.62,1.4,126.35
Delhi,8/7/2018 0:00,113,62.15,122.04,93.79,128.82,1.19,107.35
Delhi,8/8/2018 0:00,86,47.3,92.88,71.38,98.04,0.9,81.7
Delhi,8/9/2018 0:00,88,48.4,95.04,73.04,100.32,0.92,83.6
Delhi,8/10/2018 0:00,102,56.1,110.16,84.66,116.28,1.07,96.9
Delhi,8/11/2018 0:00,96,52.8,103.68,79.68,109.44,1.01,91.2
Delhi,8/12/2018 0:00,83,45.65,89.64,68.89,94.62,0.87,78.85
Delhi,8/13/2018 0:00,94,51.7,101.52,78.02,107.16,0.99,89.3
Delhi,8/14/2018 0:00,117,64.35,126.36,97.11,133.38,1.23,111.15
Delhi,8/15/2018 0:00,120,66,129.6,99.6,136.8,1.26,114
Delhi,8/16/2018 0:00,86,47.3,92.88,71.38,98.04,0.9,81.7
Delhi,8/17/2018 0:00,84,46.2,90.72,69.72,95.76,0.88,79.8
Delhi,8/18/2018 0:00,80,44,86.4,66.4,91.2,0.84,76
Delhi,8/19/2018 0:00,89,48.95,96.12,73.87,101.46,0.93,84.55
Delhi,8/20/2018 0:00,137,75.35,147.96,113.71,156.18,1.44,130.15
Delhi,8/21/2018 0:00,87,47.85,93.96,72.21,99.18,0.91,82.65
Delhi,8/22/2018 0:00,78,42.9,84.24,64.74,88.92,0.82,74.1
Delhi,8/23/2018 0:00,69,37.95,74.52,57.27,78.66,0.72,65.55
Delhi,8/24/2018 0:00,80,44,86.4,66.4,91.2,0.84,76
Delhi,8/25/2018 0:00,89,48.95,96.12,73.87,101.46,0.93,84.55
Delhi,8/26/2018 0:00,78,42.9,84.24,64.74,88.92,0.82,74.1
Delhi,8/27/2018 0:00,62,34.1,66.96,51.46,70.68,0.65,58.9
Delhi,8/28/2018 0:00,71,39.05,76.68,58.93,80.94,0.75,67.45
Delhi,8/29/2018 0:00,68,37.4,73.44,56.44,77.52,0.71,64.6
Delhi,8/30/2018 0:00,78,42.9,84.24,64.74,88.92,0.82,74.1
Delhi,8/31/2018 0:00,127,69.85,137.16,105.41,144.78,1.33,120.65
Delhi,9/1/2018 0:00,114,62.7,123.12,94.62,129.96,1.2,108.3
Delhi,9/2/2018 0:00,106,58.3,114.48,87.98,120.84,1.11,100.7
Delhi,9/3/2018 0:00,73,40.15,78.84,60.59,83.22,0.77,69.35
Delhi,9/4/2018 0:00,112,61.6,120.96,92.96,127.68,1.18,106.4
Delhi,9/5/2018 0:00,90,49.5,97.2,74.7,102.6,0.95,85.5
Delhi,9/6/2018 0:00,137,75.35,147.96,113.71,156.18,1.44,130.15
Delhi,9/7/2018 0:00,91,50.05,98.28,75.53,103.74,0.96,86.45
Delhi,9/8/2018 0:00,86,47.3,92.88,71.38,98.04,0.9,81.7
Delhi,9/9/2018 0:00,61,33.55,65.88,50.63,69.54,0.64,57.95
Delhi,9/10/2018 0:00,84,46.2,90.72,69.72,95.76,0.88,79.8
Delhi,9/11/2018 0:00,79,43.45,85.32,65.57,90.06,0.83,75.05
Delhi,9/12/2018 0:00,90,49.5,97.2,74.7,102.6,0.95,85.5
Delhi,9/13/2018 0:00,103,56.65,111.24,85.49,117.42,1.08,97.85
Delhi,9/14/2018 0:00,102,56.1,110.16,84.66,116.28,1.07,96.9
Delhi,9/15/2018 0:00,118,64.9,127.44,97.94,134.52,1.24,112.1
Delhi,9/16/2018 0:00,121,66.55,130.68,100.43,137.94,1.27,114.95
Delhi,9/17/2018 0:00,135,74.25,145.8,112.05,153.9,1.42,128.25
Delhi,9/18/2018 0:00,150,82.5,162,124.5,171,1.58,142.5
Delhi,9/19/2018 0:00,154,84.7,166.32,127.82,175.56,1.62,146.3
Delhi,9/20/2018 0:00,164,90.2,177.12,136.12,186.96,1.72,155.8
Delhi,9/21/2018 0:00,143,78.65,154.44,118.69,163.02,1.5,135.85
Delhi,9/22/2018 0:00,54,29.7,58.32,44.82,61.56,0.57,51.3
Delhi,9/23/2018 0:00,62,34.1,66.96,51.46,70.68,0.65,58.9
Delhi,9/24/2018 0:00,52,28.6,56.16,43.16,59.28,0.55,49.4
Delhi,9/25/2018 0:00,55,30.25,59.4,45.65,62.7,0.58,52.25
Delhi,9/26/2018 0:00,88,48.4,95.04,73.04,100.32,0.92,83.6
Delhi,9/27/2018 0:00,151,83.05,163.08,125.33,172.14,1.59,143.45
Delhi,9/28/2018 0:00,197,108.35,212.76,163.51,224.58,2.07,187.15
Delhi,9/29/2018 0:00,219,120.45,236.52,181.77,249.66,2.3,208.05
Delhi,9/30/2018 0:00,158,86.9,170.64,131.14,180.12,1.66,150.1
Delhi,10/1/2018 0:00,148,81.4,159.84,122.84,168.72,1.55,140.6
Delhi,10/2/2018 0:00,202,111.1,218.16,167.66,230.28,2.12,191.9
Delhi,10/3/2018 0:00,143,78.65,154.44,118.69,163.02,1.5,135.85
Delhi,10/4/2018 0:00,201,110.55,217.08,166.83,229.14,2.11,190.95
Delhi,10/5/2018 0:00,256,140.8,276.48,212.48,291.84,2.69,243.2
Delhi,10/6/2018 0:00,209,114.95,225.72,173.47,238.26,2.19,198.55
Delhi,10/7/2018 0:00,181,99.55,195.48,150.23,206.34,1.9,171.95
Delhi,10/8/2018 0:00,246,135.3,265.68,204.18,280.44,2.58,233.7
Delhi,10/9/2018 0:00,251,138.05,271.08,208.33,286.14,2.64,238.45
Delhi,10/10/2018 0:00,241,132.55,260.28,200.03,274.74,2.53,228.95
Delhi,10/11/2018 0:00,210,115.5,226.8,174.3,239.4,2.21,199.5
Delhi,10/12/2018 0:00,154,84.7,166.32,127.82,175.56,1.62,146.3
Delhi,10/13/2018 0:00,262,144.1,282.96,217.46,298.68,2.75,248.9
Delhi,10/14/2018 0:00,204,112.2,220.32,169.32,232.56,2.14,193.8
Delhi,10/15/2018 0:00,246,135.3,265.68,204.18,280.44,2.58,233.7
Delhi,10/16/2018 0:00,291,160.05,314.28,241.53,331.74,3.06,276.45
Delhi,10/17/2018 0:00,313,172.15,338.04,259.79,356.82,3.29,297.35
Delhi,10/18/2018 0:00,297,163.35,320.76,246.51,338.58,3.12,282.15
Delhi,10/19/2018 0:00,276,151.8,298.08,229.08,314.64,2.9,262.2
Delhi,10/20/2018 0:00,326,179.3,352.08,270.58,371.64,3.42,309.7
Delhi,10/21/2018 0:00,292,160.6,315.36,242.36,332.88,3.07,277.4
Delhi,10/22/2018 0:00,272,149.6,293.76,225.76,310.08,2.86,258.4
Delhi,10/23/2018 0:00,254,139.7,274.32,210.82,289.56,2.67,241.3
Delhi,10/24/2018 0:00,328,180.4,354.24,272.24,373.92,3.44,311.6
Delhi,10/25/2018 0:00,331,182.05,357.48,274.73,377.34,3.48,314.45
Delhi,10/26/2018 0:00,361,198.55,389.88,299.63,411.54,3.79,342.95
Delhi,10/27/2018 0:00,350,192.5,378,290.5,399,3.68,332.5
Delhi,10/28/2018 0:00,366,201.3,395.28,303.78,417.24,3.84,347.7
Delhi,10/29/2018 0:00,367,201.85,396.36,304.61,418.38,3.85,348.65
Delhi,10/30/2018 0:00,401,220.55,433.08,332.83,457.14,4.21,380.95
Delhi,10/31/2018 0:00,358,196.9,386.64,297.14,408.12,3.76,340.1
Delhi,11/1/2018 0:00,393,216.15,424.44,326.19,448.02,4.13,373.35
Delhi,11/2/2018 0:00,370,203.5,399.6,307.1,421.8,3.89,351.5
Delhi,11/3/2018 0:00,340,187,367.2,282.2,387.6,3.57,323
Delhi,11/4/2018 0:00,171,94.05,184.68,141.93,194.94,1.8,162.45
Delhi,11/5/2018 0:00,426,234.3,460.08,353.58,485.64,4.47,404.7
Delhi,11/6/2018 0:00,338,185.9,365.04,280.54,385.32,3.55,321.1
Delhi,11/7/2018 0:00,281,154.55,303.48,233.23,320.34,2.95,266.95
Delhi,11/8/2018 0:00,390,214.5,421.2,323.7,444.6,4.1,370.5
Delhi,11/9/2018 0:00,423,232.65,456.84,351.09,482.22,4.44,401.85
Delhi,11/10/2018 0:00,401,220.55,433.08,332.83,457.14,4.21,380.95
Delhi,11/11/2018 0:00,405,222.75,437.4,336.15,461.7,4.25,384.75
Delhi,11/12/2018 0:00,399,219.45,430.92,331.17,454.86,4.19,379.05
Delhi,11/13/2018 0:00,409,224.95,441.72,339.47,466.26,4.29,388.55
Delhi,11/14/2018 0:00,312,171.6,336.96,258.96,355.68,3.28,296.4
Delhi,11/15/2018 0:00,217,119.35,234.36,180.11,247.38,2.28,206.15
Delhi,11/16/2018 0:00,285,156.75,307.8,236.55,324.9,2.99,270.75
Delhi,11/17/2018 0:00,267,146.85,288.36,221.61,304.38,2.8,253.65
Delhi,11/18/2018 0:00,311,171.05,335.88,258.13,354.54,3.27,295.45
Delhi,11/19/2018 0:00,330,181.5,356.4,273.9,376.2,3.47,313.5
Delhi,11/20/2018 0:00,374,205.7,403.92,310.42,426.36,3.93,355.3
Delhi,11/21/2018 0:00,374,205.7,403.92,310.42,426.36,3.93,355.3
Delhi,11/22/2018 0:00,273,150.15,294.84,226.59,311.22,2.87,259.35
Delhi,11/23/2018 0:00,337,185.35,363.96,279.71,384.18,3.54,320.15
Delhi,11/24/2018 0:00,249,136.95,268.92,206.67,283.86,2.61,236.55
Delhi,11/25/2018 0:00,262,144.1,282.96,217.46,298.68,2.75,248.9
Delhi,11/26/2018 0:00,336,184.8,362.88,278.88,383.04,3.53,319.2
Delhi,11/27/2018 0:00,352,193.6,380.16,292.16,401.28,3.7,334.4
Delhi,11/28/2018 0:00,316,173.8,341.28,262.28,360.24,3.32,300.2
Delhi,11/29/2018 0:00,358,196.9,386.64,297.14,408.12,3.76,340.1
Delhi,11/30/2018 0:00,352,193.6,380.16,292.16,401.28,3.7,334.4
